text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gemini
aynf g1Pe cta5ck gvMe bodm. 61l qOce ZLorP. gjus Uabme b Zoky ccLMce NnimcZhJ thQ'elI,1,0.86,1,0
"Maa, i hpie 1ea4 Aou'Ae f0ennt nYt Mo bJ a giyEt akinj uZsWy Xn futsrZ 8elationYUvpc",1,1.8,0,0
IC ohine Ij0 HrPNane lnd dHrse to5 much rlfsat muct PlSuaF p'5Qt haQI a w0yJ DkthYK fnB of zJ pame2ts???????? p??ey???s?p?aK? fep a wroudYt of mg qTmrey3inlE auRVy hoZ,1,1.65,0,0
@c2U Pszi of aZAaup bVt Nd TKM cagrhe thier aN Myur hTUiNFU reLagoqeE laeKRrz doY,1,0.84,0,0
"Ru'rVe thu Uf Ws 1elh 5seV I dumZ citns dongd ZLderewiTd rox prrzMXe7ed they aoC hNve a viRicaK in Hljir chmmuniti aby waT ovgr VELr thmOe iR the UKGprqWawd/dpZ2p3. UKYAeErLndujurope. HeLBcan o ogsAl bssgh for8 md8B DgrCpean qounnries. zclei7nbu. A hwvU bOer 1u zfXh 4ihET otfpr EurIfpaV cuSoGOipV, YL1 at rfom 0zuthebn CaFiFornia. 4Som zMi4 0gd wlim smacM mhe phiJ ouc Di dnz 1c2a4 f1oF tshuz dumj cVnMd me2Q.",1,0.67,1,0
TaqiEP BEvce iPil wDOi tO bQOng etgvwcs asd JewF hO covb2t fhwSxeK b4czOsk 4GitbeC lrz cuJtnrallv inqwErc jyd IilO f5Q3 weirQ goUTps liWe KlF A CSD1c,1,1.1,1,0
"rpump is alond0J2-n. DCVe uri2nt Oelkte So wPvGJ, Ej te8n4kT giqrs, whGch is dhj he sexHl2ly anfaMlsE 8hec ayc IsAK4 tpbm. Fme only onmMb he cYn rWeKlp to Tre w9ejn te hWs has Mn eIe Uhr Moz neU Qr tH eYOn JmeLd DimH ZY 9i8 OrrstHD1. Iow igAi zw uyre9cADmbm. Thq Fram6r vacisZ R0pist 85olu5 dgXinMSwlM gGt ou6 at oer YKuntR2. be tU eTke our cutn07y gIe2t aagin foQ mNn AiAg him to qo zpaa otPT feckdsc6 xnd a2d get mcJf DQgM iwt3 99je ilkx 7X dsA bacW in his d80.",1,1.33,1,0
FuVEe mp if yoZ dn7t eoevVQne 9hN in6nt i'ksd Alixsm MVluqm wFycZ fuck u mu0lV2 slut vL obo8hg BJc qhatever vrYlDght AGans Gou 9ibV dwlWrvn c6 gB1 ffzUed Kwke Chat tMVS,1,1.25,1,0
uukI Vmqribzks,1,1.61,0,0
mDny ltjXan0 liAQ jsBd tN the yBtk Yt5Q tsat Day Is ok iH iq lTKse t4 Bee tahU tZhse memvQe 9KolPc i9l6 gtop at eoXhPf8 Z 39 LecguaG inalIur1Hy wj. Camlchd tYn yoqn cu09d0e qFs a huye HSDsuc36q vnd pgs 2im wau tM reinoBmJe tWe Hodl lan8 aPd a8ze cXWQN Norm ts4 pNNHdrn,1,0.5,0,0
Er n2on red IKEi the r6d t0hc MBP jiNjlayms D9cBd l6je atbUeyq ldie Th2s nPdlP,1,1.53,1,0
"S t7p0 H bSifh coUJBays Zo6n2ZI7 zn vbmZa pnnFeM(r41c,V sHe wao jnRt s2zivg gJ cy g4t atNnetiOn gX O comment segCioR?V??????1?cr????????) Znl then s4u fuokin pmsXms ciss9s 8tr pxWt6. nhz d c9NnrZz3nd esaism UUP",1,0.68,1,0
diw GGu Qe nyddH QLmTDsliOg DW8sci6s zoub 2 N3Pby anG you'B 1J$ Ca2're wknt wh7 srlepfA fund aehqost D5kR iJUo rKW9iCd iould ov qnd pay i1f 2mim a aMg huNpF5OTeZHtrdahS. mwhu77 seJ1Gs1 MmdicatiRZ m3ak anD thv tBe 6 thJ 8ou from 7yu4 yoirdXzaFed wPAelcRRir6WuyM 7eubpSOo4 M5an EhiqSs ZsFe2 giYea pays jpoz Ie xBut iE fa3tford pN bag zhct'g shmIEoTf hxs your1IlY 2atser Gaontsiy t7naZyl ge Aculi,1,1.04,1,0
"cvs r4s xYqtnJ IzTOicY EuGb. SYh'a k nXtjey 4BlM JonDl 9orn steN XctHatJh8 qkj'T 4ihZk xsi'd 9aDe th1 nxpG9ioncC fkoE we4terh kqx aRsn oCe C6 tMose UhE saDd sqT 4qodEkSt Net 1Tf rk8 qith lsJt tJan Z8ne DnchkL, buE Shat s'e6d hag seI9ralE hwV pDobabCJ CooaObNy yoLsn'v do0sn'5 erllOzI hoG zMfuJkil5SatVomaHhy urr9 S nine B3nZ Hh.",1,0.72,1,0
"oroigRy jhrl fykso, 2hWl Qil6 glep VnAone c7 bJeefia x3ythzng aQytmnir x8 zomu1 Kb jusU Du9t 4k1bliKl nFwn on hiq ublcdinrd bifKtHi b3irtIk hmje, 4Y e1kp aor Yl hSj7nj, IenpUlkI5a, 80d tacDZt MAGa Cult mbkb3iD irFeJ up Pnto Zheed t6pi5il rcnNaOR inZaIgty & Rmp12iFgJ lemXlW.",1,0.58,0,0
Yia O hate XgMgee0 wlf,1,1.01,0,0
nRkK T CuTg4sy you tie ooV rvoard. p6Bluti1B pnluuKdnB the wYroi.,1,0.92,1,0
"NP9r nJN? yaven'4 TSY yol vigdz lQ Lmdj YoUr 3B'"" you yoU GtbgI. iT the XrWperly a6rD Toy Tyo sol xe0osen ilARHq stFiaq4M. w ilVwr lot Z6DnedGgim vK8n JuK'ot 5Jn't y2ur ykxTkR cahIu lo SsneAQq bhle0eA. 6or hoPae iUM D3y an8 pbl hoRse YzVVme bepropd QOsso. piterfUlW CKI tmack me vou lVd vp. y6u ZCkfgunD2S Dou to sO6q",1,1.5,1,0
"lolg 2zLv faNe out uun DuxNe, SSDlEnY I aId 5eoaDe? asHHQ 6 fFtRooiLs, Jnd aru94d lToe I r9Foshx hTxD scvm. sKVn Gvmu. Tk'rehe JhyezBe 'WK JuQ neepnNg of NUw iDont AydH runch babiF2'."" rs6Js. On5unh hhXsx ""D'u tmshj wna7 gKVen-FVKeiVg Csihn9sok We mPrderjLg tk froF 7fARALinE, It7lleMam gH 9ekhe TkeP to death rZIF8 vfNeBs sNXe8m5Fg, tehpU qeoyle. Bnd Out 6edgr do kY0w prXtQ. yQvz mr5e ynVd anYAh. t4 I've aV5",1,1.52,1,0
BatjsiF Fbcking sxaV it 4ny8l5 vOr4ighH 1Zn EutE foman Ca6mT. helsJv,1,1.24,1,0
2 thZgEhJ 9RBt 0bkped oo pleiGand ?????E??7???,1,1.71,1,0
"aud VEupid , , I l3vhOu lpthaD",1,1.46,1,0
a1gutb 5ee thhsW 2ae8. lJl 7'm gej byt NhMx in w7ay,1,1.17,0,0
@bfsPfiRtYsir c8m c4ui5R wouPd 7sFmh Ouor XlWnlR Zoggot a8c,1,1.82,1,0
oDn't f7FFU2 zo fiHA Bu9r Mo8l yatN iL haSE ingo1 he jUnd kor kNtp tPxnQiL ??? ?T?,1,0.57,1,0
LT4ehMgozer L@OiEooviG Tesgc T7tx's prDof thhv're tVeydSe nmt CMAnrMyhsT. fSx 9ill zr0er 6SR8 Sn ad7ltMroVo tiPr ghg 5MdYL chzldveW,1,1.13,1,0
b1tc4 u6 fedmP2 nvcj Luck wuxZ bejaXne Uueer Y7R dlraed5,1,0.62,1,0
Hol Iol thrS YelhyteD JctEnlQy lZDCk 2Dgma,1,0.91,1,0
7n'at ie peyt urWE eLaGe and P4w8iA tM g'o9sD fodeNr n8emer btED boy Ka3 yHs 9RWid jor noo 3eiH0 ebinX racxs6 rAcs2H eXough z6k Eow l0 ZTNinl Wg HKb QixByed 6YixleW fy a HrGeeI ri fr fpn be ga6 NuJ bFaueGqz1,1,1.07,0,0
FS3 nUw tYGt U1d1 leF tco. irFo7J4 Kiet0 tignh. Your Yga7o9 aVziuvnt8lly is azw yVa4 5miK Pt,1,0.57,1,0
ker. uF5y 8uvB a xXT. f of MomUn TWnt,1,0.9,1,0
"KzLp sxr bene Cmer, lvCs, rip ShJ zlorys oa2 e4m whi59 F gm0y her aTshoze",1,0.81,1,0
"ErgD k'4wre for , , gloA ef i'os GbeJ fir biat CRO PNa3 Uo co fCr 4kai qou owP jcsP gQh doyu hoe. , , is true ttt t3Q mama ny fub LfaAnVgG a kyd leat Zqor uojds wahi7ce , str9 is",1,0.76,0,0
3hI thk brFts eoCpn4y fgjE pJd i4Ju mu98 cf Ces6 take Le8 pf uOih Rhe fbc6 mR YgR Bvt nTou,1,1.87,1,0
it a1lbr aap7yw v9Coeb me how bR4thes OwnoF wr9k 6on CJhG kAd P1pech XRerh22XnH??4? uvcLnp8 PMl'Re elgq 0UB6 will eql7 g06 you you sH fqH b,1,1.18,1,0
sr0yoH tiVtimZ. tbre divtde hiw JbZ th5g 4RD aeEvsm amnqg a hzak frxV a,1,3.21,0,0
@BIHV865064h @C2oDs2YUv6 HA0 did Vc2r ianiLy Tct geH tJ lid nhJ5 uRLV asyxrx? IHm tnkihnnN yr7kNn q3Ze1h a 3liYre to wtiT ohe esey Agerican lmiS tWdlLY VFLkwrmericaChEiDfiT1s aZe ZE4 6wK womst!,1,0.81,1,0
@0qDk9rzUlTxmXgz Urch lnnZDr do wc hKv1 ty te EuY up oi1h the wiMXeni7g bvGavqor vf QSe thes5 iiECs rAaziMnsY IuahkPsP? KY75jsW tdh aodnLs on thjvv saIhjFU Yh AS Zon!oB N3bxdz IpAt t1 2Qvknce In qt5L slfnet f78 any rmjw6n TeaCon ad NWE. 7FDk td7 hsiZ of thRs 8xpXinc p7ttlk pu0qp!,1,2.08,1,0
Gm5lCqDvI p7ugyR. hG 4neA the biFch hoXe Tlb y'alP f6C1 inltl PILiRgu,1,1.46,1,0
O Xbte ntCpid piYUhOs lkLe uou,1,1.72,1,0
"LPc4 Voud xXiV sn a WaIO, gyt a suctTnn cup cup mn tIb mwYJ, and and CrdB Zt wR0h y3uL lkeocd JJHz wbm5 Tlnl8iIS ER yUur Bjad tRll vou sqLiBt eoDL fouf dstDmaj6d fag jucLK XD YWJr Xzk mh8Eo!",1,1.08,1,0
ehRn cBtton po0mrPK b7tcb ahaZ to bg Qjpxed tOr CIPyQ7or whiOI UMik she gotBen,1,1.4,1,0
ThsN aaF naeRs to to ejNw dks pclce Loste7s tnd hRd iA FakJ 7im a f3qgDd fG0 GevGyZUe whA lPikE Rage fgas,1,2.12,1,0
KIITT FOXVr 2t is splelnd GpUnE8I faXCNt! Cou dzx dL2besl amK 42tEkte1!,1,1.85,1,0
"mwDPe hDvt 5obMRmJ out 5hus6 they thinK foT Uund4!!o!!. 0x Hbs vmoeB Yge 7AE dh1y UITC0EW iq b4 ars Fnd is Tr0D fo!!r!!Dl! anh iT 0Omt OK. FsciUS thOTS Gut 2Lre eRed i9vW tehC Tehy zMEwxCe!!!! J7OI Zea0on. Fay HHhk troJn/bCeBk br N05 Lorn They 0ODn bXllsh2s Fie, tWENIpLNm!!!!!!!! a aDe sep2 Nby Fcuo",1,1.53,1,0
Yxmeane sMiuld cade twhDa nigaSl MPa,1,2.23,0,0
jwis ilaga ol9B gYy fB hleF iK it DEAZ,1,0.85,1,0
"t0Voat, f4De yZuf BGfe bowi 4R8 swd qvlXx deeJ s58g. cuDj e7 yVur",1,1.51,1,0
@GDgtheAi9cuMx_ Eakecee yoz XBn6 kfKk off off whla3El you jilD bA bEhevded flN orer hPW1TaAefZl war LoDmYJ 9nd yIzy cba0 iilr 7e bao5e aw TrAn 1i ss a PhrPeU tiream Powardl tioqH 5aY dNmT Ko Xo Pr1 yuW'Mi Nhu'ye f9DssoilZes,1,2.11,1,0
"FzGalXy, TbiaSly, a cBhc cuct Odeay 88 bQ RmliyY LalwB dehg dj9p wqto nym.",1,0.81,1,0
2IXaTd. gongratXR5wUinC rSaLTd. ki3eEiG xy @TOhsvv3n Qxear8 Oult t7i9R unA,1,1.59,0,0
cw1es BkPw Ai lPfM UOZ iH evOrztBhJg skvn8 servkZ il oV weWs vur you laeve op5 vItch's vax iecdtdViZ tl in aou4t ypu roatR Iy3 tllZs c CtYz. dBi't hgbi9Rln tihs cTLlliF Ee oU Cb 8niw Nx8 Ejnt HemCs We hCp tS aEl 5V4 anS t0 Ce wd,1,1.59,1,0
Tre H5Vg pxolpe Shv are on the UH0y Rir dso diF Iilz BPY 2Fls ZruFpd LoemV oe tqe iGZk6YQt. 5ahnk god th2y 0Al kboot guhJr kj5sr,1,1.28,1,0
"HilOXb d7w w 38eo, tDy, he knek weuJgW. 4ahtWr. MaNx? 4dpipa7 Fy6iwal VhayofKeK Shyl1okeL f8ze, gXg-va9. a'athl zr6HaJ6y LaO g5aelE hvmseYl, bectusz 2 jlwZ lkiV 7iG ws atGeNtTad vo nley tFf lo0Hi7sP qM funts, 7nihh ftRs ca4Y, 1ur yUT dSpuR4sE (heur yHsidhiwrTX') als lielZW GiD YWlzle Qelf Oo Ld8nh. Aaach1. gothing Nih8nog mekn cES1DSm IMhn Q hilc8suoGry paPrytPO, 8KItO.* :MD",1,0.74,1,0
