text,hs_state,hatespeechcore,hatespeech_llm,hatespeech_LLM_gpt_5_2
GyJ the 01cq out of sy dukdnoy 7Zw atke mgaH thf resB bv uMNW eqVts Citm yTu.,1,1.87,1,0
it truly amazes me how bitches don't work for shit and expect everything???? opening you're legs will only get you so far b,1,1.18,1,1
osut axong Nr8Xct mhe rnwt vzc0vms. aseFLM hAVg 23d 6 Ois Jrw nrom bTsiFe dhRr,1,3.21,0,0
@CtonSPpass Hme ezu bQgXKspin2 KmiR6C geV 6j6rgYa? xid TyeZ asyqum? D'q yUo've t wPiAtF Zo cB83ob3able c15vj1tabhe weih b5e kaUw A4lfisI AneFicMn uAPe eytlP! #0CkEAmUrELrqhristi7ns a0k t9w KEr7o!,1,0.81,1,0
@realDonaldTrump how much longer do we have to put up with the sickening behavior of the these idiot Iranians? Release the hounds on these asshole and do it soon!! Nobody needs Iran to survive on this planet for any reason at all. Kick the shit out of this nipping little puppy!,1,2.08,1,1
b7Zg3zbve pSysyC. he 8e 2FFx tR3 bitc3 hpoy aod y'kal HIas oHill cnogai5,1,1.46,1,1
P hUte sowpiO Juccie1 lk77 yoq,1,1.72,1,0
"Z ohM Vet2 sMRtoin oH Xquirt hEg It 3NoD jb kdAp anE faXZ in the iK ouur nqle6 cCit lZ3t Bgu a gev 4zlW wrAhtyess sisUK ri1e Wnd yuor cSLH, jPicL loC n6X lniX LoDZ loKzed QlaOY your",1,1.08,1,0
T9hQ vo3vov pK8cike btic9 9iCg Cav1 qa be tDY u6peYiot wh97e uibk hBe woild7ve goYt8n gmYwen,1,1.4,1,1
Qil UD la9Ee c8ke maPtVrk ldees hPm QastoR Z0T Qo fqi This 4sT6oXuks. lnd a whG hQV kpXw bI no QveTyMne likms Ad vjg8 Ease3kD his,1,2.12,1,0
+KITT FOXXE it is spelled faggot! You dumbass cum dumpster!,1,1.85,1,1
"Gayxe Gkn8vey vkfy Cut i8 Thgl need pEFCyLYPFE bMie li2e tZsh0 Lr feHo!s!!c! rIavsn. ohe azL LK. tShB by Znd tW it tre q7 bA jGrTS 6cK3 FmU5 rvcisB Ohe6 pityd AMERTCA!!!! Fxck HZT JhY 7aFX Grln T0Ky rzcoMq T5xVe IaX heve L5E ceGtzo!!3!. the BYYBHgS 6ut 4ie, hcrd bwt b6BTnO2lvMd They r Fqbk RsUu4Flt NgiSk A!!!RACA!NIE!fR!!",1,1.53,1,1
SVFe9ny hsaul4 SMggax arwe UmheZ ZR7,1,2.23,0,0
tVis nGdFa Xooe f3y as 3lHl Xf DEkD,1,0.85,1,0
"2Hrn URL uaAG J0Ow and sltu. Ralch tTUe jrep th7Yat, it f8le cour",1,1.51,1,0
fcuE wG as war KoI wdjy ZKhasrxcdel threaO wqope fYoqbsJge2C KiEsed 7xwe7X1n oPX you tD be wnjt abAQJ ygu rr4n Cilk MwlvaNc trU head cmiFIo wXr Io6NYKs amd tou ie Fou'rM Vkuq dNre bkhghah YRzh,1,2.11,1,0
"XZnt realJ Bo Lum. 8blls Ne jinIlQy, ISeI a PeeK fie6em wOHh",1,0.81,1,0
LzRT. @8beAPDhn and CXlt sydSah Con2gaKuQaKimns OonaUovrHmlaitl reNarOu sTldArmuX 9evdPMs db CiHY18s,1,1.59,0,0
"8e we45 chPllg2 in Met0h'R atb Shis qiUga ni09a c4mes DoBjg iI Fa coprsaXn Jftut eaeretwing ic hyu li8o SncleGnig hiI ffiZ, and q2 voE Ron't TPat uo d4 be Y8 Iebzs u4C Osnvx or TDufj YoG rou Exkw j I JOd roaW0 rut o1 hSm URl",1,1.59,1,0
Tge only pjsoF6 6cP 7hi OrK wroOd oi th4 ulgy xo0 whg Rmd 2ih0 fre uglw OfuKid 2kDen oV tCf TanTT aoC 0veR k5U thesr ymdx.,1,1.28,1,1
"Hitler was a joke, too, he knew better. Karl Marx? Typical Shylocked nose, Jew-bag. That's probably why he killed himself, because a joke like you is attracted to only the lousiest if cunts, which in this case, her fun dumpster (your girlfriend's) ass likely drove his douche nozzle self to death. Hahaha. Nothing more comical than a hilariously pathetic, *KIKE.* :-D",1,0.74,1,1
